"","documents"
"3151","Wonderful service and great food.  Presentation fantastic.  Would highly recommend to anyone. Staff are amazing.More"
"3152","Food was absolutely beautiful if I could give it 10 stars I would I recommend to come staff very friendly and very helpful very welcomingMore"
"3153","Thanks to Bod - outstanding customer service and thanks to all the staff for delicious food and lovely entertainment.  We booked for a dinner with colleagues and everyone was super satisfied, we will definitely recommend.More"
"3154","Such amazing food with such brilliant service thoroughly enjoyed Bayleaf as ever, will be returning with the family again. Recommend the Goan CurryMore"
"3155","We went for a birthday and were delighted. Lovely staff. Beautiful delicious food. I recommend the King Cobra beer - it has a champagne-y taste and if you have it with your mains it amplifies  the spice in the meals. The starter “momo” was also...More"
"3156","Best curry in london. We enjoy many restaurants of all cuisine and from high end west end to local basics and this restaurant is world class. Food is fantastic, decor and staff and service are all wonderful! Well worth every penny and more.More"
"3157","My experience at Bayleaf was fantastic, as always. The service was great and the food was delicious. They had automatic hand sanitizer and a temperature check by the door for customers to use.  They offered us a complementary drink as it was father's day. I...More"
"3158","Always a good experience coming here. Really delicious food and fantastic service. Been here many times and would always come again. Would recommendMore"
"3159","High-end curry on the Highstreet. Food was spot-on and the service was great. Would come again. A brilliant find!More"
"3160","Amazing food and service - I really recommend The Bayleaf to anyone who wants a wonderful dining experience and delicious Indian cuisineMore"
"3161","We went for a Father’s Day meal. Excellent food and service. Pricy but great for a special occasion.More"
"3162","Came for Fathers Day, brilliant food, lives up to the fine dining experience. Very polite staff. Definitely will be back.More"
"3163","Every time we visit they make us feel so welcome and it doesn’t hurt the food is out of this world. Really can’t recommend highly enough. I have something different every time we visit and I’m never disappointed.More"
"3164","Thirds time here and is always perfect. Good service, fantastic food and all, very important, covid safe.We willMore"
"3165","The quality of the food and the standard of service is outstanding. We had several starters, currys and tandori dishes and they were all excellent. Great place for a dinner with friendsMore"
"3166","We have visited bay leaf several times as a family with a young child. The service is always fantastic, Mitra especially always makes us feel very welcome and is warm.The food portions are of excellent sizes with great taste.Highly recommend anyone visiting or...More"
"3167","Exceptional food and service. A must to visit. Authentic indian food. Great ambience. Lovely drinks selection. Mitra and team looked after us tremendouslyMore"
"3168","We went for a lovely family meal and I cannot fault our experience. The food was absolutely delicious and the service was exceptional. One of the best Indian restaurants in London without a doubt.More"
"3169","Absolutely excellent meal, food was so fresh and tasty, gluten free catered for, staff so friendly and attentive. Food is consistently of a very high standard here, worth the price. Highly recommend!More"
"3170","Great experience very clean restaurant  with professional and friendly staff, food is pretty amazing very happy we found this place definitely worth trying.More"
"3171","Very nice Indian restaurant with lovely atmosphere. Beautiful and cosy. Been here a couple of times and would definitely be back for more.More"
"3172","Brilliant food! The starter was both tasty and theatrical (dry ice!!!!).  wonderful service - super helpful and friendly! Would definitely come again!More"
"3173","Wait staff are the perfect balance of friendly and professional.The food is to die for, and arrived in good time.More"
"3174","We came for a lovely family dinner for my birthday and the food is beautiful and customer service is impeccable!  5 stars all around - my auntie said it’s the best Indian food she has ever had and she is hard to please!More"
"3175","Just went for tonight for dinner it was amazing the food was top class will be back again soon. The server were amazing so helpfulMore"
"3176","The service was very efficient. Staff members were incredibly polite and engaging making you feel very welcome. The food portions were very generous. But more importantly the taste of the food was great. In fact the dish that I had an appetite for wasn’t on...More"
"3177","The food was delicious and the staff were very attentive. We had a lovely evening to celebrate a birthday. We were provided with a complimentary birthday dessert and drink as well which was a really nice addition to the night and our celebrations. I would...More"
"3178","Fantastic starters and mains, probably the beet curry we've had in London - staff were delightful, in particular Bodrul who was attentive, welcoming and warm.More"
"3179","Fabulous Curry, flawless service and staff clearly proud of their food and rightly so! The chicken in the starter was beautifully cooked and the prawn main was a show stopper! Bodrul was lovely to talk to and made us feel very welcome!More"
"3180","Lovely evening at the Bayleaf. Service impeccable and food delicious. Would recommend to anyone in the locality.More"
"3181","Delicious food, fresh, tasty, cooked wonderfully. Lamb melts in your mouth. Chargrilled prawns wonderful, biggest we've had in London. Very friendly staff. Highly recommend it!More"
"3182","Amazing service! Delicious food   The hostess is very nice, we got thr food quit quickly and we ended up moaning with pleasure with every bite all the way to the dessert. Thank you for the wonderful meal and service with a smile. We will...More"
"3183","We had a wonderful evening, it was good food, great atmosphere and friendly staff. We totally recommend.More"
"3184","So glad to be back after the enforced absence. This is still the best Indian Restaurant we’ve ever been to. Everything; the service, decor and food is still excellent. I was reminded how good it is the second we walked through the door.  We recognised...More"
"3185","Great service and great food! Was served by 3 very polite waiters/waitresses. Everybody ordered a different dish and we enjoyed every oneMore"
"3186","The place is really chill and lovely, staff’s are amazin, food was great! Everything was as it should.More"
"3187","Best curry in town by our favourite waiter Bodrul Have missed you guys, happy to be backIts been too longYummy More"
"3188","We had an amazing time. The food was absolutely delicious and the service was fantastic. Thank you Naz and the team!More"
"3189","Terrific food and very polite staff! Mitra was very helpful and made us feel very welcome. Their covid protocols were top class.More"
"3190","Very nice dinner at the restaurant. Best dishes were: Achari Lamb, Halibut, aubergine stuffed with paneer, manglorian chicken curryMore"
"3191","I often come here with my friends and I have to say we always get treated really well whilst the food is always excellent. Would really recommend the Murgh Angara!More"
"3192","I have visited this restaurant several times in the past, however I went with my family for the first time. It’s safe to say they were not disappointed. As usual, the food was of great quality and the service was fantastic, especially Mitra who was...More"
"3193","First time visit - Great service great food environment is very good had a nice time worth the visitMore"
"3194","The food is delicious...the service is fantastic and surrounded by a hospitable host and his team. They are so attentive and the amazing food is served to perfection.More"
"3195","Good variety on menu, Food was very fresh, staff were very attentive. Food is slightly expensive and portions are small.More"
"3196","From service to food absolutely delicious! We requested if they had korma as it wasn’t on the menu and they said we can make our own version of it, wellllll it was lovelyyyyy. Would definitely be back and the prices were good too. In terms...More"
"3197","Had the most amazing meal at the Bayleaf. Me and my partner often come here and after lockdown this is exactly what we needed. The food is incredible and the staff are brilliant.I can’t fault it at all. We will definitely be visiting again!More"
"3198","Fantastic food and great service. Thank you for making one our first meals out after lockdown so special. The Punjabi butter chicken is particularly nice.More"
"3199","Bay leaf was the first place we went to after restaurants opened up and so glad we did. Amazing food and the service was absolutely spot on. Definitely recommend the Momo starter - came with a lovely theatrical surprise!More"
"3200","Outstanding.  The best meal I've ever eaten . The best service I've ever had. Table presentation was top class. Seriously impressed.  The staff were attentive and helpful . Nice to see a restaurant happy to accommodate children .We will be back.More"
"3201","We’ve missed the bayleaf!! Mitra was an excellent and attentive server, and the food was amazing. Can’t wait to return!!More"
"3202","Went for a date night with my husband last night at Bayleaf. We had never been, but had heard it was a good place to go... and we were not disappointed! They truly encapsulate the meaning of service. The service was impeccable. We had to...More"
"3203","Very nice it was very nice it was extremely nice................. excellent service very clean and very nice it wasMore"
"3204","The chicken tikka here is one of the nicest dish you will ever have in your entire life! The customer service at this restaurant is truly amazing. 100% would recommend to come here.More"
"3205","With the reopening of eating indoors on the 17th may on my birthday, there was only one restaurant I really wanted to book. It was so nice to be welcomed back by the staff who want to provide the best possible experience for every visit....More"
"3206","Our late after work mid-week dinner out turned out to be a lovely and delightful night. Delicious food, lovely atmosphere and warm and thoughtful hospitality. Our thanks specially to Mitra. We will be back regularly.More"
"3207","We love Indian food and we tried over 25 Indian restaurant all over london. Bay leaf food is by far the best one! Personable experience, beautiful service! We couldn’t wait for them to reopen! They are THE BEST! More"
"3208","Having moved to North London 18 months ago for many months I was distraught not to find the necessary calibration of Indian cuisine I was used to in Central London. With Bayleaf this was remedied. Delicious, tasty NOT GREASY Indian cuisine for a reasonable price....More"
"3209","I took my wife here to celebrate her birthday while in tier 3. The restaurant was completely COVID safe, with all measures in place and we felt very safe. The food and presentation was first class. I mentioned when booking the table that it was...More"
"3210","We visited Bayleaf in November on a Sunday after seeing a public post on their social media about the extension of the eat out to help out (£10 off per person). When we arrived, despite booking their was no record of our booking so they...More"
"3211","Faultless post lockdown treat! Good covid measures, felt very safe and every piece of food was absolutely divine. Highly recommend the oh my Bayleaf and dreamy garlic naan. Excellent service also. We’ll be back!More"
"3212","Ordered a takeaway from the restaurant, was delivered in 40 minutes and I can honestly say it was the best we’ve eaten in years! Exceptional quality and utterly delicious. Loved it xMore"
"3213","Fed up with Friday night take-away?  We were. The best place for a post lockdown Indian meal!Good food, good service and a little bit of restaurant theatre: try the momo as a starter.More"
"3214","First meal out since lock down, it was safe, clean and very welcoming. All options on the menu were available and the food was delivered very quick. Good jobMore"
"3215","Bayleaf is my favourite local restaurant and pre lockdown, we would have normally have gone there for my birthday. As Bayleaf is offering their dining in menu for delivery we tried this for the first time last night. We order from their takeaway restaurant frequently,...More"
"3216","Went for lunch, been here before and they never disappoint! The manager is a lovely man he is always ready to help you choose the best on the menu. The food was very tasty as always just the right amount of flavours for me, would...More"
"3217","At the time of unexpected crisis like present BAYLEAF RESTURANT has proven to for coming in at FRONTLINE and offer help to the venerable with HOT MEALS delivered in person by the director of BAYLEAF MR Tofozzule Miah. Although we ordered last moment we received...More"
"3218","Wow what a night my friend suggested starters only tonight!!! Crazy man Anyway what a great choice My friends and i have visited the bayleaf over the years but tonight was a very pleasant surprise  ....yes we opted for starters only Tekka and his...More"
"3219","I went with family for a birthday lunch. (We were pretty much the only ones there) The food had unusual but excellent flavours and wasn’t greasy (one thing I don’t like about some Indian food). The waiter was very entertaining. I’ll be back again soon.More"
"3220","We been to the Bayleaf Indian restaurant many time and never been disappointed with its  excellent service and food.This time we took our 2 very discerning Italian foodie friends, who were totally amazed with the quality of food, also the service and presentation. They...More"
"3221","Expensive £18 For two small pieces of chicken as the main course..Yet, the mixed grill which was £20., Was twice the size..The roasted cauliflower starter was just a small single piece of cauliflower. Frankly the portion sizes were ridiculously small.Secondly, I have...More"
"3222","We went to Bayleaf last week for my sisters birthday, the staff were very welcoming and friendly. They even got a small birthday cake we a candle complementary.  The wine they recommended was beautiful, the waiter was quite entertaining and the food he recommended we...More"
"3223","Each time I experience Bayleaf I am transported to Culinary Heaven! The Menu is not compromised and the food transports you from North to South India with something for everyone... Vegan Vegetarian, Pescatarian, Carnivore. The ingredients of each meal balances perfectly with each the other...More"
"3224","Had a good night of dinner and catchup with my girlfriend tonight and we randomly picked this restaurant which turned out to be great!The seafood main was delicious and we started out with some papadoms that came with lovely 6 generous option of dips!...More"
"3225","The Bayleaf Indian restaurant in Whetstone never fails to impress on every level. A sophisticated restaurant serving exquisite above average dishes. The proprietor has won many well deserved awards. The staff offer professional service with a smile; nothing is too much to ask.  The Bayleaf...More"
"3226","I have eaten in hundreds of Indian restaurants from the top echelon e.g. Benares and Tamarind in London and Lasan in Birmingham. This is competent food but it’s prices are out if step with its offering. It is not in the class of the ones...More"
"3227","The service was great, no issues there. Staff were friendly and welcoming. Although the restaurant seemed small, especially walking to the table. However, once seated it did not feel cramped.Foodwise, i failed to see what made this  place so popular. We had ordered a...More"
"3228","My Brother recommended this place. It is upmarket and modern with very attentive service. We had poppadoms with delicious homemade chutneys then shared 2 chicken dishes, a lamb dish and a vegetable dish with 2 rice and 2 naans between 4 of us which was...More"
"3229","Never been before, but was highly recommend & now I can see why !Super trendy setting, not over the top or ridiculous, just full of style & comfort.The staff were superb, attentive & not over the top, they work well together & exude...More"
"3230","Just had a fabulous curry with family. Quality excellent across veggie and fish choices. Goan Fish Curry was superb. Great service and reasonably priced wine. Will come again.More"
"3231","Superb food. Ate here two nights in a row. Delighted with the food and the service provided by staff who care about the job they do. Thank you.More"
"3232","Great last minute booking. Grandmas biryani fantastic and service spot on as always. Momo starter always pleases the kids !!More"
"3233","I’m going to keep it sweet and short. my gosh this restaurant is amazing. Excellent food, a lot of options.Busy place, but still with a good service. Nice and clean :)More"
"3234","It was like I was an unwanted guest in the waiters house. Quite funny actually. Food was really good though. ThanksMore"
"3235","This was my 1st visit, after a friend had been recommending this wonderful Indian restaurant to me for ages.The staff are friendly and attentive, not rushing the meal.Popadoms come automatically with a good assortment of dips.The food arrived in a nice steady...More"
"3236","Oh my, oh my.Initial signs were good. Attentive staff, well presented dining room, small but perfectly formed menu.Then the food arrived and we began to grin like ninnies.Everything we had ordered was gorgeous.Even the dishes we had asked for especially since...More"
"3237","Due to a familly aniversary we have dedided to give a try to this restaurant. I was not amazed by the food quality neither the service. Everything was ok, don’t get wrong, but nothing special to reflect the prices or the service charge. Few minues...More"
"3238","Disappointed with my latest trip to the bayleaf. I had not visited for a year and when the menu arrived I was shocked to see the prices of the food. £19 for a curry. The restaurant has always been overpriced but even more so on...More"
"3239","Exceptional dining experience! I would highly recommend for several reasons: the impeccable 5-star service, the tranquil vibrant ambience, and the tastiest, most delicious Indian Cuisine. This fine dining restaurant is a precious gem on Whetstone High Street and easy to get to with just a...More"
"3240","I went to Bayleaf last night with a few friends for dinner. The food was amazing! Could not fault it or the friendliest and professionalism of the staff. My friend is badly allergic to tomatoes and the staff and chef were extremely accommodating and alert...More"
"3241","We ate here for the first time over the weekend. The restaurant was busy with a nice atmosphere. The starters I ordered were pleasant but the chilli paneer wasn’t very spicy. The curries however were excellent. I was very impressed, real depth of flavour, perfect...More"
"3242","I went for lunch today and the service here is just brilliant. The prawns and momo were yummy. The lamb curry was an absolute delight for mains. Definitely coming back.More"
"3243","Ventured all the way from Wimbledon as there was such a buzz around this restaurant throughout our social group. It managed to exceed our high  expectations with exquisite service and delicious food, this was well worth the journey and would highly recommend.More"
"3244","We ate here with friends (4 in total) on Saturday 29th - only table available was at 7pm which suited us fine. Service was slick and seamless, all dishes served were excellent or very, very good. We shared a couple of starters, had three main...More"
"3245","Once again - an excellent meal.  I have been here a few times now and have never left dissatisfied.  The menu choices are different to your average curry house and oh boy they dont disappoint.The meals are beautifully presented, extremely tasty and from good...More"
"3246","Not quite the traditional curry house. This is Indian cuisine to an excellent standard. My first time here and was very impressed.More"
"3247","Been to the Bayleaf a few times and have never left unsatisified with the food and service.The food is lovely so are the staff and decor.We even won a free meal for 2 here via their facebook page which we were honoured to...More"
"3248","Wonderful meal at the Bayleaf last night. The service & food are both really excellent. We had the squid & momo to start (the presentation of all the food is amazing, although I'm not sure I see the point of the dry ice with the...More"
"3249","This is a must go to Restaurant, for all food lovers. The food is of the highest quality and freshness, all full of a range of exquisite flavours. From the freshness and variety of the poppadoms dips, like Ive never seen before to the presentation...More"
"3250","First time visit with my family. Absolutely amazing food with an authentic Indian taste. A lovely bit of showmanship with the onion bhaji and the butter chicken was to die for!Only point to note is I would have loved some mango chutney with my...More"
"3251","Me and my wife had the pleasure of dining at this hidden gem. The atmosphere and ambiance was very exquisite and set for an auspicious evening.Owner Toffozul kindly took note of our likes & dislikes and bought out some unique & classic dishes much...More"
"3252","There’s so much I could praise about this wonderful restaurant. We booked this for our 10th anniversary and from the moment we walked in, we knew it would be a special evening. The staff were very hospitable and the delicious food has left a taste...More"
"3253","Found by chance when walking along High Road.Lovely Food, all fresh, if a tad expensive for portion sizes.Give it a try for special occassion.Was around £70 for Two and we only he popadoms mains and a beer each.More"
"3254","Three of us went to Bayleaf for the first time after hearing so many great reviews about the place. We thought we’d give it a go and what an absolute delightful evening we had. The food was incredible and to top it off our waitress,...More"
"3255","Absolutely delicious Indian - we love coming to the Bayleaf restaurant and the takeaway never ceases to please us too when we feel like a lazy night in. Highly recommend the oh my Bayleaf! Dishes come with rice and the naan is absolutely great. The...More"
"3256","First time here and wouldn’t go again, £100 for food that you can easily get for £40 elsewhere and they charge £10 to serv 2 people, shame really as heard good things about the place, mangoes in north Finchley is far betterMore"
"3257","Service was superb. Never failing to fill your glass. The food was fabulous one of the best Indian meals I have eaten. Beautiful fresh food the dumplings were superb and the dry ice makes it so special. I would definitely recommend this restaurant. Lovely atmosphere...More"
"3258","My Son took me for a birthday meal here. Second time visiting and intend returning with entire family. The food was beyond incredible and equalled by outstanding customer service. Our waiter Naz achieved the perfect non intrusive balance of service excellence. He was informative, friendly...More"
"3259","Im glad i tried the Lamb Shank. It was amazing and delicious. The place was ok, And the staff was kind, except 1 waiter he seemed he was sad all the time making us feel uncomfortable...More"
"3260","This restaurant has excellent food with an exciting, inventive menu. The service is excellent and it’s very comfortable to sit with a very soothing ambience. It’s more expensive than most Indian restaurants but we go there as a treat for special occasions. Do try itMore"
"3261","The food was very nice, well cooked and very well presented. The mixed grill looked like a mini work of art. The staff were friendly and attentive. I do however have some not so positive comments. Firstly, it is tightly packed with tables very close...More"
"3262","The food and service was amazing. The hospitality provided made our night exceptionally great. I will return and encourage others to visit this great restaurant.More"
"3263","Came here with our son and daughter on a Monday night for a get together. My husband and I have never eaten Indian before mainly due to the smell as we walk past. This one however did not smell when we walked in and our...More"
"3264","It certainly wasn't cheap but it was very nice. Very up market ambiance, staff very nice. Would be worth five stars if it was a bit cheaper. Well worth a try though.  Parking not easy!More"
"3265","Went the Orange Tree in Totteridge and wasn't overly impressed with the menu so looked on tripadvisor for alternative options on the area and the Bayleaf was well reviewed. Made a last minute booking and offered a two hour turnaround a table which worked out...More"
"3266","Food is excellent and had an appealing presentation. The decor and overall experience was great as well.More"
"3267","Went here after hearing good reviews.  This place looks very nice, plush and good to go if your looking for something extra special.  Large space, and lots of tables, however a bit crammed together....could hear every word of the table close to us....so wasn't that...More"
"3268","We were two couples and all four of us were impressed. We found dining here a sublime experience. The service was excellent and we were frequently asked if everything was to our liking. The selection of starters (vegetarian and chicken) came with the theatre of...More"
"3269","Food was amazing, best Indian meal we've had!! Service was really good. Price was a little bit dear, but well worth every penny. Staff were very pleasant, courteous and welcoming. Atmosphere was nice, relaxing, clean and tidy - very modern. Will definitely come back.More"
"3270","I arranged a party at Bayleaf for my son's 21st. I had 35 people and was anxious about seating everyone comfortably and sorting out a good selection of dishes.The manager together with his fantastic staff could not have done more to help.The food...More"
"3271","The food on offer here is a little different to the average neighbourhood curry house . The menu is eclectic, the cooking of an incredibly high quality , and the prices reflect this .I would recommend for a birthday or other occasion ... otherwise...More"
"3272","We had a party there a few weeks back. We were offered the set menus, the food was very bland! Portions couldn’t justify the hefty price tag! The veg options were awful and we paid the same as the meat option. £45 per head for...More"
"3273","I Went here on Friday for impromptu dinner with my boyfriend. The food, atmosphere, presentation and service were impeccable. I would highly recommend. Dishes and wine are pricey but worth it. It definitely exceeded our expectations. If I could give any tips/suggestions it would just...More"
"3274","My boyfriend took me to Bayleaf for my birthday last night and I walked out of their door feeling really special. Glass of bubbly upon arrival, amazing service, delicate attention all the way through, beautiful presentation, gorgeous food. Birthday song and candle on my cake....More"
"3275","At the risk of gushing, this is an excellent restaurant. Freshly cooked food, brilliantly presented in comfortable, contemporary surroundings with great service. Definitely not to be compared with a 'bog standard Indian' this is in a class if it's own. First rate.More"
"3276","I love a good curry. I do. I'm northern as well so we've got a few good curry houses to compare to. Been here multiple times and every time i'm met with excellent service and outstanding food.More"
"3277","Enjoyed our dinner here. Everything tasty, well cooked and fresh tasting. Service friendly although it felt a bit forced and overly formal at times. Prices are probably slightly high but would happily return.More"
"3278","My husband and I come here often and it's our favourite Indian restaurant in the area. The service is always exemplar and the food is superb - I have a 'hot' palate and their hottest curry is absolutely perfect for me. The wine selection is...More"
"3279","Fine dining up Whetstone/ North London Barnet ends.The apostrophe was too dead and quiet for my liking. I felt I had to whisper and be on my best behaviour.The chickpeas was not good, tasted old.All the other curries were great.More"
"3280","Having tried so many restaurants in recent times and feeling that I have been totally cheated and ripped off I was pleasantly surprised to find much of the experience of this evening very good. The service was better than average- food absolutely fabulous and all...More"
"3281","Six friends had a delightful dinner at this unassuming restaurant . The food was delicious and the service was restrained and polite.  Altogether an excellent choice for a celebrationMore"
"3282","This review is from my 10 year old son :) : This restaurant was inconceivably good. I had the tandoori king prawns which were cooked to perfection, just cooked and still juicy and the herb sauce was outstanding and the desert was exotic charlotte with...More"
"3283","We went for a meal at the Bayleaf last night which started with a very warm welcome by all the staff. We wanted to order healthy dishes because of our dietary requirements. I'm unsure if it was the owner or manager but he could not...More"
"3284","A lovely night with friends on Easter Sunday.  A deal meal. As usual absolutely fabulous.  First class food and service second to none. Best place in Cheshire for a curry. Thank you all. XMore"
"3285","The food here was very good in terms of quality but from the second you sit down till the second you leave, the staff will try to sell more things to you. This is obviously not something you want when you come for a relaxed...More"
"3286","We went for an early evening curry . 1st time there , interior is nice but the food was small portioned , very tasteless and ridiculously expensive. Its double what you would pay elsewhere. Looking at the owners comments he says he has to charge...More"
"3287","the food was brilliant. Moo Moo for starters is definitely a must, visuals for the dish is amazing. also i have never tasted such a beautiful dish of chicken korma! definitely the best curry i've had in London as far as what i'm aware of!More"
"3288","When I'm London with my dad, Bayleaf is a must. The food is fresh and it has never repeated on me.The taste of all the spices is excellent.Service is amazing, they really treat you in a perfect manner. Prices are slightly higher than...More"
"3289","My local fine dining restaurant, I visit Bayleaf very regularly. This place is very clean and managed very well. The food is second to none, freshly prepared and very well presented. The service is professional and friendly too. I love the sharing starter Momo, especially...More"
"3290","I must say this is one of the cleanest, nicest and tastiest Indian restaurants I  have ever been. The staff are so friendly and the food is fresh and tasty!! I was so impressed for a West end calibre restaurant to be in Whetstone. Literally...More"
"3291","What a delightful evening.  Good excellent, service good - a place we woukd not hesitate to go back to.More"
"3292","I visited this restaurant for the first time on Saturday night after hearing great things about it from many friends, and I was not disappointed.The food was absolutely delicious!Me and my husband ordered 2 of the chicken dishes which we shared and they...More"
"3293","I went for dinner with my cousin last night after reading the reviews on here, made a last minute booking  and I have to say we were not disappointed! Phenomenal food, great service and chilled atmosphere. The restaurant decor was clean and modern. You could...More"
"3294","Visited with a group of friends. Service is very attentive. Menu is a good size. Not too long. We ordered a variety of food and everything tasted good. Will definitely go again. Not cheap but worth it.More"
"3295","Just enjoyed each and every bit of it ....just love the way u guys work ...Thanks for making my evening  special .thank you Mr bhaskar for your services  .you have been very kind and good ...keep the good work up ..thankyou  soo muchMore"
"3296","Fancied a curry and our usual restaurant spice Bollywood appears shut! We walked up the the BAYLEAF and were greeted and seated quickly We had some popadom and dips to start all good My wife went for the lamb shank with a sag aloo it...More"
"3297","Very friendly and very accommodating, food is average and way over priced £5.50 for vanilla ice cream!! £31 for 2 starters !Won't be going backMore"
"3298","Good food, lovely decor, good service but... wow. This place is sooooo overpriced and not worth it at all.  £3.95 for a small bottle of water. It's daylight robbery!More"
"3299","great food with amazing flavours, very nice selection of wines too, staff are very attentive, the only down side is its abit noisy on weekend, price is reasonable for what you get, 3 course meal including wine for 4 person, above £150. worth it. definetly...More"
"3300","Well I'm going to cut to the chase as we just wanted a quick tasty meal.  What we got was an absolutely delicious beautifully presented and served meal.  From the Peshawari nan with stuffed Portobello mushroom to the Goan fish curry with rice and raviya...More"
"3301","What a superb experience!Staff so attentive and friendly, nothing too much trouble! Vegetarian Starter was a wonderful surprise! So theatrical with dry ice making it so dramatic!Main courses included rice and were   Packed with so many different flavours the most tender meat I...More"
"3302","Delicious, fresh and extremely tasty. Excellent meal in luxurious surroundings. Would definitely recommend as a special treatMore"
"3303","I've been to a lot of restaurants some good and bad. The good ones never seem to tick all the boxes..... however this restaurant did. The food was exceptional, and the service was equally as great. I've heard people say the restaurant is quote pricey,...More"
"3304","Couldn't get a booking the last time I was in London but managed one this time and wasn't disappointed.Restaurant is spotless,clean and tidy.Staff are very friendly and food is exceptional.Food portions are very reasonable.Will deco drop in again when I'm in town.Very enjoyable :)More"
"3305","Unfortunately, this restaurant used to be my partner's local indian but it is no longer. With such horrendous service on our last visit - we were forced to walk out and will not be returning. Being regulars to this restaurant and a couple who eat...More"
"3306","4 of us went last night - of which 2 of our party are vegetarians - the food was very good - I had a chilli paneer to start the sauce was a little on the sweet side for my liking but not really overwhelming....More"
"3307","Gorgeous food, presented with detail and authentic flavours! Lovely spaced restaurant with attentive staff who were very helpful when we asked for advice when ordering.Will definitely be returning!More"
"3308","This restaurant is definitely not the standard Indian restaurant that you would expect locally. An excellent and exciting menu with a touch of pezaz with the some dry ice with the starters. Looks spectacular and tastes great. It is not cheap but worth the extra...More"
"3309","Been here a few times now and always amazing food and service. Best curry in the area. Must try the amazing starters.More"
"3310","This is not your normal Indian restaurant. It is rather a high class restaurant which serves Indian food. The ambience and decor are very appealing. The staff are very friendly and attentive. The food is excellent and beautifully presented. Highly recommendedMore"
"3311","Absolutely incredible. By far and away the best service and most delicious Indian food I have ever tasted in a restaurant, anywhere! Beautiful setting, exquisitly decorated and a 'perfect' ambience. The team made us feel special from the moment we walked in until they walked...More"
"3312","Where do I start? Delicious fresh food, buzzy atmosphere, excellent service and owner managed by Tof who is a perfect example of how to run a local restaurant really well. We've been to India many times and eaten in some of London's West End's best...More"
"3313","Having played a twighlight round at north middlesex golf club the group decided to grab some food in the local area before venturing off to our various locations around north/east London.   As it was already quite late we wanted something quick , and we stumbled...More"
"3314","Definitely worth a visit... Or six! Food so good and the staff are genuinely lovely. Can't fault it - have been over a dozen times and never had a bad mealMore"
"3315","Amazing restaurant with very well presented dishes and fantastic service. Since opening, this restaurant has brought a touch of fine dining to North London. We love it and it always feels like a treat when visiting.  Great cocktails too. Highly recommend.More"
"3316","Recently revisited this Indian restaurant, this time as a couple, unusually for a Friday evening when they have two sittings it was quite quiet and we sat down at 8 pm. The decor is modern in a glitzy way, chrome and glass, not to everyone's...More"
"3317","Excellent can highly recommend to everyone ,lovely food and nothing is to much trouble. The staff were greatMore"
"3318","I won't go any where else it's the finest authentic Indian food The staff are great but the food is to die forAlways fresh and so tasty.More"
"3319","The food was delicious, of an amazing standard, not your average local Indian restaurant oily serving. The staff were very attentive, treated my fiancé and I really well, made suggestions and were more than understanding when we adjusted our order.More"
"3320","If you want central London service locally this is the place to go. The service was impeccable I was so impressed! Food was good too. It was quiet for a Friday night but would definitely recommend for a great local place to eat!More"
"3321","A really delicious meal and great service, very attentive waiter and the decor/setting of the restaurant is lovely too.The food is presented beautifully and full of flavour, I really can't fault this place. It's worth paying the extra for the exceptional quality and service.More"
"3322","I've been here more than a few times and it's excellent. The manager and staff are very attentive, the service they provide is always excellent. The food is lovely and always comes out very well presented. It isn't particularly cheap but it's well priced for...More"
"3323","Just to say had a wonderful lunch at bayleaf for mothers day. The service was excellent and the food delicious. The presentation and crockery are beautiful making the experience even. Would definitely go back, we took young kids and they were accommodated and made to...More"
"3324","Had a really nice Valentine's Day meal. Really enjoyed the food and atmosphere. Shame the takeaway does not deliver to ours but definitely would go again.More"
"3325","Bayleaf restaurant is quite pricey but you definitely get what you pay for. The food is all delicious and the presentation is amazing.More"
"3326","I work right next door to Bayleaf. It's great food with great friendly service. I go here at least once a week for some lunch.. It's so good. Highly recommended.More"
"3327","We visited this restaurant for a birthday celebration and had a wonderful experience The food was so tasty and presented beautifully , the manager who served us , took his time with us and dealt with concerns we had over a specific allergy that one...More"
"3328","Lovely restaurant with a very special feel to it. We had a lovely meal. My husband said it was the best curry he had ever had. Everything was cooked to perfection and service was attentive although not intrusive.  Would highly recommend.More"
"3329","The manager was very accommodating we didn't have a reservation of course being a Saturday night we thought it would be a long shot. Luckily for us they sat us on a comfortable booth. The ambience is lovely, all the staff were friendly & the...More"
"3330","This has to be the poshest Indian Restaurant in North London - the cuisine is very fine indeed and this sort of establishment usually would be found in the west end of London.Four of us tucked into posh poppadoms  and chutney before swimming in...More"
"3331","A busy and lively restaurant serving great Indian food. Portions sizes are just right. It is more expensive than the average Indian, but this is not your average Indian. Exceptionally tasty food with plenty of choice for everybody who likes a good curry. And the...More"
"3332","It is so refreshing to be able to write such a positive review!My family chose this restaurant to celebrate my parents' 30 year anniversary after they visited this restaurant last month and were so impressed at the excellent service and food. They really didn't...More"
"3333","I've been there with my family. Service and food quality the best. Very clean and nice smell inside. My wife was impressed.More"
"3334","I recently dined at Bayleaf Indian restaurant in Whetstone and it's the first time in a long time that I have given a restaurant 10/10 but it literally was a great experience. The food hardly had any colourings and preservatives like you tend to find...More"
