"","documents"
"12072","Went as part of a virgin experience voucher for my boyfriends 30th and had a really lovely time! We couldn't fault the service or food!! And the waiters even sing happy birthday to my boyfriend :-)"
"12073","Had the set three course menu with cocktail which is excellent value. Would recommend this restaurant to anyone."
"12074","Loved it from the minute we arrived, cocktails AMAZING, food was out of this world !!!service second to none, LOVED LOVED LOVED IT"
"12075","Food was amazing! So much choice and so tasty! I highly recommend this restaurant and there 3 course set menu I great!"
"12076","We ate here using the set menu from an experience day won during a charity auction. The food was good quality and the staff were friendly. Good quality steak although you have to choose off the additional menu at an extra charge and as with...More"
"12077","The service was firs-class. we were 5 of us and each one of us was very happy with our main meals particularly the beef signature dish. the desserts were amazing too. wine was lovely, atmosphere relaxed and very pleasant."
"12078","Food quality good. Atmosphere very stilted. Had to pay extra for the vegetables. I don't visit London often but if this is the craze that you only get your meat when you do these deals then it's not really for me."
"12079","Thoroughly enjoyed our experience. Fabulous meal, great service, all in all an excellent lunch.waiters were very attentive and made us feel relaxed."
"12080","What a lovely experience the staff were very attentive and pleasant food was absolutely amazing would definitely recommend to family and friends look forward to returning again very soon."
"12081","Awesome food, awesome service lovely setting. Great location close to Liverpool Street station. Best steak I've ever tasted"
"12082","Very disappointed over all service was good but food was very ordinary, poor choice, very ordinary steak with no sides, desert again was very average, overall was poor"
"12083","Had a lovely meal for my mums birthday. Three courses were all perfect. Would defintely recommend. Only a short walk from Liverpool Street - good location."
"12084","Our friends bought us an 'experience' here for a Christmas present and we finally got round to booking it for this last Sunday.  The booking system was easy and efficient, the welcome warm and the service was quick and attentive. No sooner were our glasses...More"
"12085","Friendly attentive staff, good ambience and good food. Suggest that when using cloakroom facilities that tickets be issued for each item of clothing. Left my scarf by an oversight which involved tedious journey across London to retrieve."
"12086","The food is world class, the atmosphere & decor is simple yet very stylish & elegant. Overall a truly lovely experience,"
"12087","This was part of a Xmas prezzie from my mother in law. We combined it with a long weekend visiting our son and girlfriend who live in London.Quite simply we agreed it was the best meal we have ever had!!!! Service was excellent, food...More"
"12088","Nice restaurant, service was very good and food was great, though prawn cocktail was very salty. Way overpriced though for a steakhouse. It was a nice steak, but not sensational, so the price was not reflective.Would not go again, once is enough but its...More"
"12089","We went on a Saturday night for dinner at the City branch near Liverpool Street. The restaurant was packed, but the ambiance was nice and not noisy. We were seated very promptly and were attended to by a waiter Giovanni who was very good. He...More"
"12090","This was my treat for my 70th birthday  went on the web site to find the directions  and read some of the reviews and I must be honest my heart sank Well this review is the truth ,everything was brilliant the drinks, food,and service was...More"
"12091","Was a little difficult to find the restaurant due to the fact a market ran down the street! However once inside the staff couldn't do enough for you! Wasn't rushed! Given plenty of time! Food very good quality!"
"12092","We used a pre-paid gift voucher which entitled us to a 3 course meal for two people (including a cocktail each). There was a good choice on the lunch set-menu with plenty of options to upgrade your meal if you wanted to pay a supplement....More"
"12093","Excellent food, welcoming and attentive staff.  Pleasant decor. Good location.  We had some lovely cocktails."
"12094","From the moment we walked in to restaurant everything was spot on, the welcoming team to the bar team, all are great assets to the restaurant and our meal was exceptional. We will definitely be rebooking at Marco's. Cannot wait. A massive thank you from...More"
"12095","Purchased the offer of 3 courses and a cocktail for £35, this offer seemed too good to be true and it was. The setting and style was very dated and did not impress. The add ons to the meal made this quite expensive and there...More"
"12096","Excellent food coupled with a superb service featuring an amazing atention to detail. Need I say more! I am now planning another visit."
"12097","We were bought this gift from our son for Christmas & we booked the restaurant on line. We arrived over half an hour early & were pleasantly surprised that our table was ready. We were served quickly with our drinks followed by our starters, these...More"
"12098","As a birthday treat I took my fiance here, this was the first time we had been here and It was gorgeous"
"12099","Overall good evening, good waiter / waitress service, very attentive, I was disappointed by the size of the carpaccio, very small,"
"12100","Virgin experience bought for birthday present 3 course meal and cocktail for two people . Couldn't fault meal or service be aware you pay extra for sides and drinks a bit expensive ."
"12101","I went to the Steak and Alehouse to celebrate my birthday with a friend. Every was great! Thank you!"
"12102","Waiter very attentive but not overly so. Happy to swap starter for seasonal veg. Also happy to make non-alcoholic cocktail. Beef superb and very tender. Sticky toffee pudding surprisingly light. A very pleasant lunch - would highly recommend"
"12103","Great restaurant, food and staff.  Just a bit of a breeze from the front door stops me marking it a 5."
"12104","Food was delicious, service was great we had a wonderful time, would return again and also recommend to others."
"12105","We had a great night Fri 11th March at Marco Pierre White's restaurant; from the staff through to the atmosphere and great great food; a tad pricey but you get what you pay for."
"12106","Very pleased with our meal, great food and great service. Will definitely visit again.Cocktails were great"
"12107","Received as a gift -  found it to be fabulous food, attentive staff, wonderful experience would definately return"
"12108","Super staff, super food, super everything! We were very spoiled and enjoyed a special visit. The restaurant itself is simply decorated and fitted with simple and comfortable comfortable."
"12109","Amazing experience could not fault it from start to finish. Service and staff are wonderful and it was the best food we have ever had."
"12110","I took my mum to this restaurant as part of a Virgin experience I got her for Christmas.The restaurant was easy to find, a short walk from Liverpool Street station.The restaurant was very clean kept to a very high standard, something you would...More"
"12111","Me and my partner enjoyed an amazing meal at Marco Pierre whites restaurant which came hand in hand with a trip up the Shard aswell. All of the staff were lovely and welcoming, they accommodated me as I am pregnant and had certain requirements and...More"
"12112","This restaurant was easy to find.  When we walked in we were immediately greeted by friendly staff, our coats taken and then taken to the bar to wait for our table.After a fabulous cocktail we went to our table and were treated really well...More"
"12113","Excellent meal and great ambience never a spare table. Went for my husbands birthday and the service was exceptional all the staff seem very happy and are only to happy to help but not over fussy knowing when and where to intervene."
"12114","Delicious meal together with first class service.  Part of the Shard experience given to me as a birthday gift."
"12115","We booked the restaurant through bookatableThe young lady who served us was very attentive without being intrusive, we were not hurried when choosing what to eat, even when we finished our meal we didn't feel hurriedThe food was absolutely wonderful, wine was reasonably...More"
"12116","I took my mum for Mother's Day. She is disabled and has problems with stairs and long distances. She was able to walk down the stairs into the restaurant, about 10. We were taken to our table and the staff were all so friendly. The...More"
"12117","Truly amazing food and impeccable service.  We arrived five minutes before our booking, the concierge took our coats and seated us straight away.  Great atmosphere.  Alcoholic cocktails were divine.  Highly recommended. Definitely go there again."
"12118","Had a lovely birthday lunch. Food and service was excellent.  Polite friendly service.  Would definitely go again."
"12119","Went here with my other half, we couldn't have been better looked after from start to finish by the excellent staff. Great food, I had caeser salad, a perfectly cooked rump steak and chocolate truffle. No criticisms at all and we both left very happy."
"12120","Lovely evening excellent food lovely staff. we were on a gift evening from buy a gift unfortunately the voucher wasn't as good a deal as we expected, did not expect such a large extra bill on the night"
"12121","It was a pleasant, polite and proper meal! The waiting staff were perfectly attentive, not too much or too distant. The food was spectacular. Also, received a free birthday dessert which was literally the cherry on the cake. Wonderful meal, excellent service and definitely I...More"
"12122","Nice atmosphere. Loved the cocktail. Food very good side dish I think should be included in the price. The Rioja we chose was really lovely."
"12123","Our visit to the restaurant was booked as a gift to my boyfriend. We were greeted nicely and shown to our table. The atmosphere is quite nice, but you are also basement level, so not too much to see! When the waiter took our order-...More"
"12124","Excellent 3 course plus cocktail deal. Plenty of choice and food and service were very good. Would recommend for couples and small groups."
"12125","the food was very good. The setting was nice and the staff were very attentive. I would recommend it!"
"12126","We had a voucher gift from our son for Christmas and used it for a celebration dinner. We had a reduced menu but the choices were fine. The service was very friendly and efficient. All in all a lovely evening."
"12127","Part of a Virgin Experience gift.   The meal was okay but really nothing special.  The main course was without vegetables so they had to be added at a cost of £4.50 each item.  The steak was okay (reasonably tender but not much taste). From the...More"
"12128","Nice restaurant, It was a voucher item for a three course meal .My main meal was a rump steak ..Got to say it's the first time i have ever had a steak meal with just the steak as a offering .If you wanted anything else...More"
"12129","Lovely experience and the food was top notch. Would deffinately re visit! Lovely ambiance and the staff were very welcoming."
"12130","Booked this as part of a deal for my daughter's birthday which included a trip to the Shard. From the moment I spoke to them on the phone they could not do enough to help and happily accommodated booking time changes. I had the beef...More"
"12131","I bought the groupon voucher of dinner for two, three course meal and cocktail for £50, for my boyfriends birthday. It was a delightful dinner, the food was delicious, the sticky toffee pudding was particularly nice. The only complaint I have is the bill really...More"
"12132","best place  to go the waiters make you very wellcome and I would say it is one of my 1st places to go if you are in London."
"12133","The restaurant was welcoming and we were seated quickly. We were having a set lunch with choices and this was served nicely and promptly. The food was of very good quality and at the correct temperature. All together a very good experience."
"12134","Our visit was a gift from our Grandson which was very enjoyable. We had the three course set menu which also included a delicious cocktail. The staff were very attentive and nothing was too much trouble. In addition we paid an extra £50 which included...More"
"12135","Had a lovely 3 course meal here with a friend for £28 plus wine (by the bottle and glass and what we has was lovely) and sidesstarted with the special - feta stuffed pasta with red pepper sauce (sure i haven't described this well)...More"
"12136","Despite it being a little noisy at times,we were impressed with the service and the great food on the menu!"
"12137","Meal was a treat from my son for my birthday, we had set menu paid in advance by virgin experience.Choices was good found price of side order expensive  £4:50 for 4 very greasy  onion rings and the same price for a small cup of chips...More"
"12138","I visited the restaurant with my Mother and we thought that the food was exceptional and the service was friendly and very prompt. We were really impressed!"
"12139","from the moment you walk in you are made to feel this restaurant has only you in mind, fantastic atmosphere, subdued music (yes you are able to have a conversation without shouting) staff trained to very high standard, it was a pleasure to watch them...More"
"12140","Disappointed with my visit. I was treating my friend for her birthday.  We were sat at a table by the door and each time the door opened I was getting a cold draft. I asked if it was possible to move to another table. We...More"
"12141","Went to Marco's courtesy of my 2 step sons who treated me and my partner as part of a virgin experience. So the experience was made more satisfying by not blowing hole in pocket but really warm and friendly atmosphere.Service great and most important...More"
"12142","The food was excellent and the waiters were all very attentive, I cannot fault this restaurant, they made it a truly special evening"
"12143","We had a 3 course birthday meal which was all superb (Steak was medium not medium rare but still delicious). Staff were very friendly and provided a birthday dessert and singalong upon request. Pleased!"
"12144","I booked this as a surprise for my mothers 60th, and it was beyond perfect. Amazing food, wine list was fantastic, and the service was beyond. Would recommend to everyone!"
"12145","Superb food and staff were brilliant, it was my Wives birthday and they made it extra special, Sirloin Steak was gorgeous, and the Bloody Mary was top notch."
"12146","We came here on the Virgin experience deal and then added the £50 VIP package which included wine, water, coffee/tea, sides and the tip (well worth it). We both had the smoked salmon to start which was gorgeous & then I had the salmon risotto...More"
"12147","Had a special deal with trip to the Shard. Very disappointed in restaurant. We had to pay for everything!. Effectively my husband had one fish cake on his plate, everything else had to be paid for. We worked it out that that fish cake cost...More"
"12148","We were given virgin vouchers and we knew we were in the area so booked up.  Service was very good but food was a little bland.  Both had the salmon starter which was, again OK and the mains were both a bit bland. The menu...More"
"12149","Absolutely perfect dining experience. The food was as flavoursome to eat as it was enticing to read on the menu."
"12150","This is our second visit and I can say it was just as good as the first. This time we upgrade to VIP and we were not disappointed. Overall an excellent experience and would not hesitate to recommend it or to re-visit."
"12151","Had a Marco Pierre White meal as part of a Virgin Experience Day. If you book on Friday or Saturday you do not get the set meal as part of your ticket, you get money off your bill which is fine.Easy 10 min walk...More"
"12152","The whole experience was a fabulous time.Staff,the meal,food,service.Would absolutely visit again,soon.Thank You."
"12153","Terrible food. Felt ripped off with what we paid for on the night and upset that the meal was bought as a gift at Christmas."
"12154","Excellent meal served by attentive staff. The t bone steak was perfectly cooked lovely surroundings made it a great dining experience."
"12155","We visited the Steak &  Ale house as part of a package which included a view from the Shard. A deal which allowed us a choice from the set lunch menu, however we opted for the a la carte.We arrived at about 2.30pm to...More"
"12156","From arrival to departure we were looked after and cosseted. The food was exceptional! And the service ensured that our every need was seen to"
"12157","Exelent food & service. The birthday cake with staff singing happy birthday was a very plesant suprise. From the moment we stepped through the door,we were welcomed ,and treated exellently by all staff. Hope to return asap."
"12158","Food was amazing and service was ok but slow ,we weren't in any rush so didn't mind. Had to pour our own wine though!!"
"12159","We visited last Saturday as part of the dinner and view at the shard deal. When booked it said we couldn't have the 3 course meal as per the offer and then when the restaurant called they asked my husband, who didn't make the booking,...More"
"12160","They were really understanding that we arrived late and the service was exceptionally good. My suggestion is a different choice of kids starter."
"12161","I had high expectations based on reputation and it didn't disappoint. The peppercorn sauce as particularly good. Staff were friendly, attentive and spot on."
"12162","Our visit was a voucher gift from family. The staff were polite and attentive but not pushy.  From the cocktail to our coffees everything was beautifully cooked and presented.  We loved the way the waiters folded our napkins when we nipped to the loo.  Staff...More"
"12163","Food was out standing ... Both my partner and I had the beef bourguignon with creamed potato.  The meat melted in your mouth"
"12164","My partner and I went here for our anniversary on the Virgin experience deal so we got a set meal ..... The food was lovely the atmosphere was lovely... we got steak as our main, salmon for the starter and chocolate desert ..... would recommend"
"12165","Once again top draw food and fantastic service. We went for our wedding anniversary They only new on the day. When our sweet was served to us written in piped chocolate Happy Anniversary what a surprise and totally unexpected. What service, you could not want...More"
"12166","Good atmosphere, charming staff, excellent food although the fillet steak was not the tenderest I  have ever enjoyed.  Not enough to worth making a complaint about at the time, but since I was subsequently asked for a review, I thought I should at least give...More"
"12167","This was my second visit to this restaurant and it was nice to see the same friendly staff as before. I had been bought a voucher as a gift and had the. 3 course menu with cocktail which was delicious and very good value."
"12168","My boyfriend and myself went here after him getting vouchers for this on his birthday. We both had such a lovely meal and would definitely go back."
"12169","I received a voucher for MPW Steak and Alehouse as a birthday present. Booking was easy, the staff were very friendly and looked after us well (to the point where my mother who normally never tips, left an extra tip on top of the 12.5%...More"
"12170","Cannot praise the friendly, courteous staff enough, all such nice people and not at all stuffy that you often get in restaurants.Service was quick, food hot, and deliciousWould recommended this place to everyone"
"12171","I had dining experience booked for 2. Before the night I received 2 calls from them. One to reconfirm my booking and one that they wanted to sell me some upgrades. (I found it disturbing.) I arrived earlier than my friend. I wished to wait...More"
"12172","We really enjoy the Mother day lunch. Very pleasant restaurant filled with very polite and friendly staff."
"12173","The restaurant was easy to find, service was exceptional from the minute we arrived until the minute we left, food was very nice , but portion size is not very big, also did not like the fact that you had to pay extra for side...More"
"12174","Have been. A few times and always good but after they have changed their menu so you pay for a side with your meal which consisted of ...ten chips ,plus five onion rings Used to be one side with meal Works out a dear gift...More"
"12175","My GF and I went for our 1st anniversary dinner, the food and drinks were amazing!  My GF had the braised beef which just melted in your mouth and I had the rump steak which was very tasty & tender and cooked to perfection!  Was...More"
"12176","The menu offered plenty of choice, without being overwhelming, the wine list offered variety and the staff were friendly and attentive without being intrusive."
"12177","The food was amazing! Everything we ordered was very delicious! Excellent service! The staff were friendly and very attentive. I've been to a few restuarants around this area and this was the best for business or dinner with friends. Will be coming back for sure!"
"12178","I visited this restaurant as a present for my mums birthday combined with Mothers Day. We managed to get a deal through Book a Table and the set menu was amazing. We both had the smoked salmon to start, with Steak for main and cheesecake...More"
"12179","Food was lovely service was great apart from waiting 20 minutes for our dessert, seemed our waiter had gone on his break and it had caused the delay but it was not the end of the world!"
"12180","Fantastic food and service was second to none.Lovely place with great attention to detail.Would definitely visit again."
"12181","We were sat right up against the bar and opposite the door which was freezing every time the door opened. Steaks were cooked wrong way round. Very disappointing visit."
"12182","This was a date night for my husband and I, we were on the three course dinner package with cocktails. On arrival we received a very warm welcome from front of house and nice check up during the meal to see if we were enjoying...More"
"12183","The Restuarant is very nice , lovely ambience and surroundings , however ..... On my menu the Dover sole said Fillet but on my husbands it said whole Dover sole , when I queried this with the waiter he became very agitated and couldn't explain...More"
"12184","The experience itself was excellent. The staff were attentive and had time for you (and not run-ragged like in so many other restaurants). There was a lovely atmosphere, cocktails were tasty, and the food was excellent.The reason for only 3 stars is the pricing....More"
"12185","Our visit to the restaurant was part of a Virgin package with the view from The Shard, which our sons purchased for me for my birthday. Staff were very pleasant, surroundings were lovely as was our meal. We were aware of side order additional charges...More"
"12186","A warm welcome, with great cocktails , food and service. The Resturant has a nice ambiance and the background music , is just right .A very enjoyable experience , thanks"
"12187","Would recommend this restaurant wonderful food and staff are lovely and very helpful will go again cannot find any faults"
"12188","Food excellent, service attentive but never intrusive, attitude of staff could not be faulted. This meal was bought as a treat for my wife and I and it really was. We arrived a little early but were made most welcome, seated with a drink and...More"
"12189","Unfortunately this restaurant has decided to rely upon a famous named chef, there was no feeling of welcome we was rushed to our table, asked for still water got sparkling, food was ok however the pork belly was a little chewy.No service with a...More"
"12190","Excellent service wonderfull food will visit again when in that part of London . Would recommend to anyone .many thanks ."
"12191","The decor was average, a large group of people had hired the upstairs space and kept clapping loudly every 30 seconds which spoilt any atmosphere downstairs. We asked for the steak rare and unfortunately had to send it back as it was medium-well done. Basics...More"
"12192","Very efficient welcome we were seated quickly. menu gave us plenty of choice. Enjoyed our cocktails . Food was very tasty and well presented. Enjoyed the ambience a very pleasant lunch."
"12193","My birthday visit to the Shard and dinner at MPW Liverpool Street was marred by the tuneless, intrusive 'house' music played in the restaurant. We had to talk increasingly loudly to hear one another at the table! The wine prices are exorbitant and wine by...More"
"12194","Superb service, great food, comfortable and homely surroundings. If we hadn't been time affected as going to the theatre I would have loved to dally with further drinks and coffee."
"12195","Never had an experience like it.the food was outstanding and the service matched.from the moment we walked through the door to when u left you were treated like royalty"
"12196","the meals was served very fast and very taste we  had 10 oz rump steaks which were cooked perfected and tasted lovley. the side orders where very good. the cocktails were very refreshing and taste too."
"12197","This was our second visit to this restaurant. The staff were very friendly and attentive and the food was delicious. A very enjoyable evening on both occasions and we will definitely return again."
"12198","Fantastic meal, staff were extremely attentive nothing was too much trouble we can't wait to return. The restaurant was very friendly and in a very good location."
"12199","We have never had such nice steaks before. Friendly staff, lovely atmosphere and mouthwatering food."
"12200","The food was delicious and the service was exceptional. I would recommend the ribeye steak, it was cooked to perfection."
"12201","A second visit for us and again we are very happy Many thanks for looking after us in a very professional manor"
"12202","very good service,although very busy ,food just the best,great place to go!!buzzy friendly and good value.will go again"
"12203","I really enjoyed my visit. The staff is really professional and friendly. Food was really tasty and served in posh way. I can definitely recommend this restaurant!"
"12204","The price's are rather high. You only get the meat or fish but have to pay for the extra's. £4.50 for 4 onion rings!!! £4.00 for house fries!!! I had a rump steak and have bought better from supermarket. I know this was A La...More"
"12205","I booked Marco Pierre White Steak & Ale House in London as part of my husband's birthday treat through Bookatable at £25.00 per head - very reasonable I thought  for three courses and a welcome cocktail.  On arrival the staff were very pleasant and we...More"
"12206","Very welcoming and attentive, food was absolutely amazing, I have recommend this restaurant to all my friends and family."
"12207","A relaxing meal where you are really looked after. The service was impeccable, it made our time there quiet special.The meal was good, but been honest I can get, as good a steak where I live in  Stamford."
"12208","We had a lovely lunch with great service. Good value for money with the special offer which included a 3 course meal and cocktail."
"12209","Very nice food and cocktails. Would definitely recommend anyone to this restaurant. Also a great atmosphere!"
"12210","Amazing experience, staff lovely, food amazing and atmosphere bang on. MPW showing London how to cater x"
"12211","We were running late so we called the booking centre, the young lady who we spoke to was fantastic, not only did she move our booking time to accommodate us she also guided us to the restaurant. The staff were so considerate throughout the meal,...More"
"12212","Lovely meal but £4.50 for each side, £4 for water and 12.5% tip increased bill hugely. Is this really needed"
"12213","Walked from the Shard to the restaurant  ( special offer)  our meal as at 2.30pm. The staff were attentive polite and helpful. The restaurant was spotless with plenty of space. Very pleasant atmosphere and a good choice on the set menu.  The food was beautifully...More"
"12214","We booked into the restaurant as part of deal which included a viewing at the shard . We arrived early but were quickly accommodated and offered a cocktail. The service was swift and professional . The food and wine were delicious and the steak cooked...More"
"12215","Fabulous experience, delicious food and great service. We were celebrating a birthday meal it was memorable."
"12216","Fantastic food and even better service. Will be on our agenda for future Visits to London. Loved the atmosphere."
"12217","Me and my partner had a lovely meal and could not fault the service we received. I highly recommend this restrant and the 7oz fillet steak."
"12218","The food was perfect and the staff so kind, attentive and helpful.  Nothing was too much trouble including taking many photos on several different cameras.  The birthday dessert with candle was a lovely surprise. My Aunt was so happy with her 80th birthday treat, MPW...More"
"12219","We were given a voucher for a 'deal' by our daughter. The instructions on the MPW site are very prescriptive. We decided to pay the extra £50 to have sides included, coffee/tea, bottle of water, a bottle of wine up to £30, and the 12.5%...More"
"12220","I don't normally write reviews unless it's to give praise, as I don't think it's very fair on the business, but this was so poor that it is worth letting other travellers know.At nearly £190 for two people, the dinner should have been superb....More"
"12221","We have now visited this restaurant on two or three occasions and each time the food is excellent and the service friendly, yet professional. Not the cheapest place to eat in town but one I would certainly recommend and visit again. The range and variety...More"
"12222","We visited on a Sunday evening and chose from the fixed price (set) menu.  Food and service was excellent. We enjoyed our 2-hour slot for the meal.  One quibble:  too many at additional cost items on the fixed price menu.......better for customer satisfaction to increase...More"
"12223","Amazing food, attentive staff, lovely atmosphere. Only thing I'd criticise is the loudness of the music and some of the cheesy songs played but apart from that i couldn't fault it."
"12224","It was great from start to Finnish . We had a virgin voucher given to us for Christmas The staff was great , and the food was the best I have ever  tasted , it was busy but everyone was looked after very well ....More"
"12225","delicious food, great ambience and attentive waiters- we had a very nice evening celebrating my son's birthday- will definitely be back"
"12226","We didn't enjoy the quality of the meat and all the other components of the meal were were also on average qualityWe expected more qualities for these prices."
"12227","food was amazing just slightly over priced for sides as non of the dishes come with them and drinks very expensive"
"12228","Great friendly service. Went for our anniversary and the staff made our experience special. Great value for money. Will definitely be going back."
"12229","Great food and staff and lovely Resturant  but I think the side orders are on the small side and are expensive , but it's a really nice treat"
"12230","This is a really nice restaurant with a nice ambiance and a very friendly staff. The food was also very good and nicely presented."
"12231","Had a lovely meal.  Starting off with the complimentary cocktail was a lovely touch. Good attention to deal and service. Great food and ambience."
"12232","Visited as a Virgin Experience treat, great food, yummy cocktails, stylish surroundings, friendly staff."
"12233","A fantastic steak. A perfect atmosphere. Presented with cocktails on arrival. The sides were expensive, but it's worth every penny. The waiter made the experience with his enthusiastic approach. If only all restaurants were as good."
"12234","Excellent food and service. Staff were very friendly. Value for money. Really enjoyed the cocktails."
"12235","We booked a Virgin dining experience...everything was great....service (they knew how the deal worked), food (perfectly cooked steak) and a relaxed ambience. Thank you!"
"12236","From start to finish, the whole experience was fantastic.  The staff was friendly and took your coat from you when you entered the premises. The food was out of this world.  Would definitely go back again."
"12237","From the moment we stepped in, we were looked after. From taking our coats to checking we were happy with our food, nothing was too much trouble. Great atmosphere , everyone seemed to be enjoying themselves. The food was delicious. Piping hot and beautifully presented....More"
"12238","My wife and I had a very tasty meal. The cocktail and three courses were nicely served by a charming waiter in a happy atmosphere which, for us, always increases the enjoyment of the occasion.The food was elegantly presented but was pretty straightforward fare. Had...More"
"12239","We visited this restaurant as we were given a voucher as a present. We went to Middlesex Street as it is very close to Liverpool Street Station.The staff were very friendly and attentive. We had a voucher for a cocktail followed by a three-course...More"
"12240","We had a fabulous meal here on a view from the Shard and 3 course dinner package, and we were delighted.  The restaurant is stylish with a good atmosphere, the waiting staff could not have been more helpful and courteous and the food was sumptuous....More"
"12241","Starter menu 2 fish and soup.  Main course 2 fish and 1 meat.  I love fish but there should have been a veg option and maybe chicken???  Dessert was not special enough my sticky toffee pudding could have been served anywhere.  Very good service and...More"
"12242","Can not find fault with anything seated on time, delicious food, friendly staff and a really chilled out atmosphere."
"12243","Very enjoyable, staff very attentive and polite, cocktails and food excellent. Would recommend it to all our friends without hesitation."
"12244","I had read a few reviews about the negative aspects of the set lunch and therefore somewhat concerned about our booking. However I found the restaurant to offer a very relaxed informal atmosphere with an excellent choice of set menu. Admittedly the side dishes were...More"
"12245","The food was not all that it's hyped up to be. A lot of money for nothing much really.The waiters were very attentive however and some were absolutely gorgeous. They were more value for money than the food. It was worth the experience though just...More"
"12246","Not eaten here before, but was pleased with our night out. It was a Virgin experience deal and we expected to pay a bit more. We upgraded to the fillet and the fillet medallions. Medium rare was obviously the way to go. One was perfect...More"
"12247","The restaurant was easy to find in a nice area. The entrance was clean and welcoming. Inside we were greeted by a fir fly professional gentlemen . He checked our reservation and showed us to our table. Clean fresh white linen. We started our evening...More"
"12248","Delicious food with a very nice atmosphere.  Also we were welcomed warmly even though we arrived late due to longer travel time then anticipated and they did not make us feel bad about it.  Really nice staff"
"12249","We were looking for somewhere near to Liverpool Street Station so booked a table online.  Our table was ready when we arrived, and service was quick.  Prices were not too bad, perhaps just a little higher than an Angus Steakhouse or similar.  The steak was...More"
"12250","I am going to cause some enemies here. I was not overly impressed to be quite honest. the steaks were OK but not as good as other steak restaurants, namely 'Gaucho'. I found the service lacking and the prices high for what I received. That...More"
"12251","The food was excellent and the two of us has a really good time with the atmosphere and friendly staff taking care of us."
"12252","Beautifully cooked food in pleasant surroundings. We had high expectations and were not disappointed. Excellent service from the attentive staff. We had a voucher and would rather have paid a little more to cover the complete cost of the meal, excluding drinks of course, rather...More"
"12253","Lovely restaurant with good ambiance,  staff make everyone feel very special, the food is absolutely delicious and the Captain White cocktail is out of this world!"
"12254","Service excellent however this didn't warrant the cost. The main gripe is that you have to pay for all sides so the price of the meal is mainly just for the meat!!! I had to return my steak that I paid a supplement on as...More"
"12255","We arrived early for our booking, but were seated straight away. We chose from the set menu and the three courses we had, were all cooked very well. The service was excellent, and we would certainly visit again."
"12256","Excellent service, very pleasant staff. Felt very welcomed, nice atmosphere. Food looked and tastes wonderful."
"12257","Really good quality of food would definitely recommend to everyone! Service was really good as well!"
"12258","Really lovely staff very helpful. Liked the choices on the menu very good value for money and would go again"
"12259","Had a great time lovely karma. The Boston cut was delish mmmmm .We had the best time and enjoyed every minute."
"12260","We used our Red Letter Day voucher and could not fault the service or food. Both great.The restaurant itself looks a touch tired, paintwork needs re-touching and lots of cracked tiles in the toilets. If you are not too fussed on the decor, well...More"
"12261","Welcoming staff, comfortable and elegant surroundings, excellent food. What's not to like? Well, if I was being really picky I'd ditch the background music, but as that's everywhere it can't really knock off a point."
"12262","The restaurant was very nice, seated quickly and drinks order was taken swiftly and they arrived in good time. Service was very good throughout the meal to be fair and starters were lovely. Only thing that really let it down was the steak, I was...More"
"12263","Very good service, nice atmosphere, food was good, but should you have to pay extra for side dishes, which are usually included as part of the meal ?"
"12264","Very welcoming, polite and quick service from all staff here. No problems at all. Food was amazing and drinks were brilliant. Made my anniversary perfect. I would recommend this restaurant to anyone. Thank you so much"
"12265","Very good food and great service. We will be using the restaurant in the future and have recommended to family and friends."
"12266","Excellent service in restaurant.  Food satisfactory.  Expected more fine dining and even better presentation.  Overall nice evening.   Toilet roll holder broken.  Not acceptable when one is expecting the best.For your benefit - don't take things for granted - they really matter."
"12267","The restaurant style & decor was very pleasing on entrance. The service & quality of the food was excellent. However, should I visit again I shall be asking for my steak to be well done as medium rare was rarer than I'm used to."
"12268","My husband and I visited the restaurant for his Birthday having visited the Shard in the afternoon. we were made very welcome and the staff were very friendly. The service was very good and food arrived very quickly to the table. A lovely evening and...More"
"12269","Lovely food great value for money, I treated my husband for his birthday and we were both very pleased with the food and service"
"12270","Had the red letter set menu. Staff were very friendly and the food was delicious and came out nice and quickly"
"12271","Delicious food, the best cocktails & great service, couldn't fault it, really enjoyed it, a brilliant end to a great day in London!"
"12272","I was bought a virgin experience for this restaurant and I have to say the food and service were second to none. We incorporated our visit with a weekend for my husband's birthday and it was a lovely start to our break.The staff are...More"
"12273","Atmosphere was very good and service was attentive and excellent.The food was of good quality and well presented, again service was attentive throughout the meal.Our outing has created good memories for us. Definitively, a venue to be recommended."
"12274","My friends loved it but I didn't. Don't know why but I just never felt anything other than it was a restaurant. Maybe I expected too much. I was so excited we were going there then it was like an anti-climax. It is a beautiful...More"
"12275","The staff were so friendly and provided excellent service and the food was incredible! I would definitely go back again!"
"12276","Good food and great service. Friendly atmosphere and smart surroundings.Would recommend this restaurants."
"12277","The meal at this restaurant was amazing, our children had bought us the experience for Christmas so had prepaid some of the bill. My husband and I ordered our meals, some of which had supplements which we were happy to pay but we weren't impressed...More"
"12278","Great service from stepping off the street through the front door and being seated to the waiter who was very attentive without being obtrusive good start.Then served a cocktail followed by starters Tasty French onion soup for me and Salmonfor the wife, succulent...More"
"12279","This is the second Marco restaurant we have visited and this experience was much more enjoyable that our first. From the warm welcome to the attentive staff we couldn't fault the service here. The food was piping hot and really tasty. We were given ample...More"
"12280","Food and drinks very overpriced and having to pay for sides took the shine off the meal, travelled by train for a few hours to get there."
